prediction_id,ticker,direction,video_id,company_name,quote,v1_verdict,v1_confidence,v1_reason,v2_verdict,v2_confidence,v2_reason,v2_suggested_ticker,input_tokens,output_tokens,call_cost_usd,quote_located,run_at
610972,TSLA,bearish,aeK6U_KkG9s,"Tesla, Inc. Common Stock",Stocks will probably keep falling. The market has been terrible but usually this presents the best opportunities to buy so as far as i'm concerned i still continue to dollar cost average in basically every week.,MIS_ATTRIBUTION,0.95,"The surrounding context discusses Google's ad business and market share, with no mention of Tesla or TSLA anywhere in the passage.",MIS_ATTRIBUTION,0.95,The quote discusses general market dollar-cost averaging with no mention of Tesla or any implicit reference to TSLA; the surrounding context is about Google's ad business competition.,,848,67,0.003549,True,2026-04-19T11:40:19Z
611535,TBT,bullish,1IHGSB_n72U,,"investors are now pricing in a more than 50% chance, a 52% probability that the Federal Reserve Bank will have to raise interest rates, not cut interest rates in 2026.",UNCERTAIN,0.5,"The quote discusses rising interest rate expectations which is directly relevant to TBT (a leveraged inverse Treasury ETF that benefits from rising rates), but the transcript never explicitly mentions TBT by name, making it unclear if this video is specifically about TBT or just broadly about bond market/rate dynamics.",REAL_ATTRIBUTION,0.95,"TBT is the inverse/leveraged short Treasury ETF, which directly benefits from rising interest rates — the quote explicitly discusses rising rate expectations, making TBT a direct macro/rates proxy for this prediction.",,874,77,0.003777,True,2026-04-19T11:40:21Z
613136,TBT,bullish,2Y2n5v2OflM,,for the inflation the fed needs to subtract money and raise rates. the fed will likely try and plot their way as best as they can through the middle of these two problems which will likely cause stagflation.,UNCERTAIN,0.5,"The quote discusses Fed rate hikes and stagflation which is thematically relevant to TBT (a leveraged inverse Treasury ETF that benefits from rising rates), but the transcript never explicitly mentions TBT, making it unclear if this was specifically a TBT discussion or general macro commentary applied to TBT.",REAL_ATTRIBUTION,0.82,"TBT is the inverse/leveraged short long-term Treasury ETF, and the quote predicts stagflation with the Fed raising rates, which is a macro/rates theme directly bullish for TBT (rising rates = falling bond prices = TBT gains), making it a valid commodity/macro ETF proxy for the rate-rise thesis.",,944,113,0.004527,True,2026-04-19T11:40:26Z
613147,TBT,bullish,J4dN3oT1PVg,,now with an annual inflation rate of 8.6 that's simply too high so the fed has to take money out of the system to try and cool the demand side as supply catches up the fed has to meet this now with raising rates and qt,UNCERTAIN,0.55,"The quote discusses Fed rate hikes and QT which are directly bullish for TBT (inverse leveraged Treasury ETF), but the transcript never explicitly mentions TBT by name, making it an indirect but plausible attribution.",REAL_ATTRIBUTION,0.92,"TBT is the inverse/leveraged short long-treasury ETF, which directly benefits from rising rates and QT — the speaker's explicit prediction that the Fed must raise rates and conduct QT is a clear bullish macro signal for TBT.",,987,86,0.004251,True,2026-04-19T11:40:29Z
613084,CLOU,bearish,eD54PgLZrWM,,"Some pockets like the SAS apocalypse that we discussed are in a bad crisis, bare market crash, panic situation, but the market is still at the second highest most expensive level in history.",UNCERTAIN,0.55,"The quote mentions 'SAS apocalypse' which could relate to SaaS/cloud software (CLOU is a cloud ETF), but the context is broadly about market valuations and flows without specifically naming CLOU or any cloud ETF.",REAL_ATTRIBUTION,0.85,"CLOU is a cloud computing ETF, and the speaker explicitly references a 'SaaS apocalypse' (software-as-a-service bear market crash), making CLOU a valid thematic proxy for that sector discussion.",,971,89,0.004248,True,2026-04-19T11:40:31Z
612497,SH,bullish,K6Z6POQUr20,,"Yeah, I think we could. I think at the moment what we see in the investment grade uh space if you look at an investment grade fund like LQD is a lot of um a lot of the bonds in the in the investment grade category which are bought by a very large ETF like LQD which is the investment grade Eyesshares fund. Well, that could weaken the balance sheets of these triple B-rated companies and we could start to see this kind of downward spiral.",MIS_ATTRIBUTION,0.9,"The quote discusses LQD (investment grade bond ETF) and a potential 2008-style credit crisis, with no mention of SH (ProShares Short S&P500 ETF) by name, ticker, or product description.",MIS_ATTRIBUTION,0.92,"The speaker is discussing investment grade corporate bonds and LQD specifically, with a bearish/crisis scenario — SH is an inverse S&P ETF with no thematic or implicit link to investment grade credit markets or the discussed downward spiral in IG bonds.",,1121,93,0.004758,True,2026-04-19T11:40:34Z
612323,TBT,bullish,XisHDPm6qyo,,"The Japanese government has way too much debt and in response to all their debt, they're now having to raise interest rates to the highest levels that they have seen in decades. And yes, this can impact you in the United States because Japan is the largest foreign holder of United States dollars.",UNCERTAIN,0.55,"The quote discusses Japan's rising interest rates and debt crisis which is thematically relevant to TBT (a leveraged inverse Treasury ETF that benefits from rising rates), but TBT is never explicitly mentioned in the surrounding context, which appears to be a general educational video about various investment themes including energy ETFs and Japan.",REAL_ATTRIBUTION,0.82,"TBT is the inverse/leveraged short long-term Treasury ETF, and the quote discusses Japan (largest foreign holder of US Treasuries) raising rates and facing a bond crisis, which directly implies upward pressure on US Treasury yields (i.e., falling Treasury prices), making TBT a valid thematic proxy for this macro prediction.",,1000,111,0.004665,True,2026-04-19T11:40:38Z
611945,TBT,bullish,WXeDM4afGlQ,,"If you look at the 2-year Treasury yield, that's the most direct realtime measure of rate expectations. That's jumped about 12 basis points in a single session. So that's reached 3.59%. The probability of a March Fed cut has collapsed to near zero.",UNCERTAIN,0.55,"The quote discusses rising Treasury yields and collapsed Fed cut expectations, which is directionally bullish for TBT (inverse Treasury ETF), but the transcript never explicitly mentions TBT or any related product — it's a macro discussion that could support a TBT bullish thesis without being about TBT specifically.",REAL_ATTRIBUTION,0.92,"TBT is the inverse/leveraged ETF for long-duration Treasuries, and the quote explicitly discusses rising Treasury yields and collapsed rate-cut expectations, which is a direct bullish macro signal for TBT (which profits when Treasury prices fall / yields rise).",,993,90,0.004329,True,2026-04-19T11:40:41Z
611531,TLT,bullish,nga0XdGKmZY,,"If interest rates drop substantially in the near future, then yeah, we could see a lot of that debt restructured, we could see more money coming into the economy, and things could level off. That seems unlikely.",UNCERTAIN,0.55,"The quote discusses interest rates dropping and debt restructuring, which is thematically related to TLT (long-term Treasury bond ETF), but the surrounding context focuses on private credit and debt levels without explicitly mentioning TLT or Treasury bonds.",REAL_ATTRIBUTION,0.82,"The quote is a conditional/hypothetical prediction about interest rates dropping, which directly implies a bullish scenario for TLT (long-duration Treasury ETF), making it a valid conditional attribution under the 'if X, ticker rallies' rule.",,974,90,0.004272,True,2026-04-19T11:40:43Z
613738,VTR,bullish,eAyWXYyG5fQ,"Ventas, Inc.",we have vichy my new real estate holding they're reporting earnings this week. I'm very bullish on it it's not a short term play so i don't think this is one that you're gonna earn a lot of money in a short amount of time but i'm bullish overall on the fundamentals of this business.,UNCERTAIN,0.5,"The quote refers to a company called 'vichy' (likely a speech-to-text transcription error) which the speaker has $20,000 invested in and describes as a small company with good cash flow fundamentals, but there is no explicit confirmation this is VTR/Ventas rather than another company with a similar-sounding name.",REAL_ATTRIBUTION,0.85,"The speaker explicitly references 'vichy' (phonetic for VTR/Ventas) as a specific holding in their portfolio with a $20,000 investment, making this an implicit reference to the specific company Ventas, Inc. (VTR), a healthcare REIT.",,998,101,0.004509,True,2026-04-19T11:40:46Z
613779,TLT,bullish,VLIGemLMBd8,,the fed is keeping interest rates low for a long time i don't see them raising them for at least another year so investors are going to continue to put money into riskier assets,MIS_ATTRIBUTION,0.85,"The quote discusses low interest rates and investors moving into riskier assets, which is actually bearish for TLT (bond prices fall when rates rise, but the context here is about staying long stocks/riskier assets, not bonds), and the surrounding context never mentions TLT or bonds specifically.",MIS_ATTRIBUTION,0.88,"The quote argues that low rates push investors into riskier assets (bullish equities), which is bearish for long-duration treasuries like TLT, not bullish — and the broader context is about staying long stocks, not bonds.",,954,89,0.004197,True,2026-04-19T11:40:50Z
614100,SH,bearish,spfnDDEy95Q,,We are looking for slowing consumer consumption growth. The housing market's remained relatively stagnant here over the next couple of quarters. There's just no margin for error in the market right now.,UNCERTAIN,0.55,"SH is a ProShares Short S&P500 ETF that would be bearish on broad market conditions, and the quote discusses broad macroeconomic weakness that would support a bearish market outlook, but the quote never explicitly mentions SH, ProShares, or any specific company/product, making it ambiguous whether this was attributed to SH specifically or is a general market commentary mis-tagged to SH.",REAL_ATTRIBUTION,0.85,"SH (Inverse S&P ETF) is a valid proxy for a bearish macro outlook — the speaker explicitly warns of no margin for error, slowing consumption, stagnant housing, and potential market valuation hits, all of which align with a bearish broad-market position.",,965,99,0.00438,True,2026-04-19T11:40:52Z
614060,EEM,bullish,hhnNTrcJC9U,,We talked on the podcast in the spring about the outperformance of international stocks. So one is the streak still going and two do overseas opportunities still exist? Yeah. So over the past couple months international stocks have continued to pull ahead of the US market.,UNCERTAIN,0.55,"The quote discusses international stock outperformance which is broadly consistent with EEM (emerging markets ETF), but the context never specifically mentions EEM, emerging markets, or any related product — it speaks generically about 'international stocks' and 'overseas opportunities' which could apply to any international equity fund.",REAL_ATTRIBUTION,0.95,"EEM is the Emerging Markets ETF, which is a direct proxy for 'international stocks' / 'overseas opportunities' outperforming the US market, fitting the theme ETF pattern.",,984,75,0.004077,True,2026-04-19T11:40:55Z
614305,SH,bullish,gkB9ROq87Vk,,What always happens in history is that capital expenditures plummet and there's an infrastructure crash once we get to an over supply that's going to take out a lot of companies in the application level as well because if this happens the red line happens we'll see some kind of recessionary hit.,MIS_ATTRIBUTION,0.92,The quote discusses broad AI capex cycle dynamics and mentions JP Morgan and Nvidia but never references SH (ProShares Short S&P500 ETF) or any product/entity associated with it.,REAL_ATTRIBUTION,0.85,"SH is the Inverse S&P ETF, and the speaker is predicting a recessionary hit and infrastructure crash, which is a conditional bearish macro call that aligns with a bullish outlook on an inverse S&P instrument.",,996,89,0.004323,True,2026-04-19T11:40:57Z
613154,TBT,bullish,9Zw9T2OVabE,,the federal reserve is raising interest rates for the first time since 2018. raising by 50 basis points if we conclude that it is appropriate to move more aggressively we will do so so over the past two years now we've seen some really major macroeconomic events,UNCERTAIN,0.55,"The quote discusses rising interest rates broadly (which is bullish for TBT, an inverse Treasury ETF), but never explicitly mentions TBT by name or ticker, making it an indirect but plausible attribution.",REAL_ATTRIBUTION,0.95,"TBT is the 2x inverse Treasury ETF, which is a direct macro/rates proxy — rising interest rates are bearish for bonds and bullish for TBT, making this a valid commodity/macro ETF attribution for the rate-hike discussion.",,901,89,0.004038,True,2026-04-19T11:41:00Z
614296,UUP,bearish,ukz3sBVSiHI,,"To get affordability, you need a few things. This would be my recipe for affordability. one um streamlined building regulations to build more homes. Okay, if only somebody ran for governor on that premise, then you need lower taxes. Okay, then you need less government. less government and um I mean frankly period less government like a a lot of this Minnesota stuff you know cut it all you know end it all okay let the free market handle it. And then you need to remove tariffs, right? Kill tariffs",MIS_ATTRIBUTION,0.92,"The quote discusses general economic policy (tariffs, taxes, housing regulations) with no mention of UUP (Invesco DB US Dollar Index Bullish Fund) or the US dollar specifically.",MIS_ATTRIBUTION,0.85,"The speaker is discussing a policy recipe for housing affordability (building regulations, lower taxes, less government, removing tariffs) with no reference to the US dollar or UUP; while tariff removal could have dollar implications, the quote is about domestic affordability policy, not a dollar directional call.",,1124,95,0.004797,True,2026-04-19T11:41:03Z
614295,PSTG,bullish,ukz3sBVSiHI,"Everpure, Inc","Pterodine. Oh wow. Look at that, dude. That's crazy. Wow. What a freaking rocket ship on Pterodine stock. Holy smokes. Pterodine. So, I last did an analysis on Pterodine on October 31st, which is right after their earnings right here. from then they're up $30.",MIS_ATTRIBUTION,0.99,"The quote is entirely about 'Pterodine' stock, with no mention of PSTG or Everpure, Inc.",MIS_ATTRIBUTION,0.95,"The speaker is discussing 'Pterodine' (likely Teradyne, NASDAQ: TER), a robotics/automation company whose subsidiary is Universal Robots, which has no connection to PSTG (Pure Storage, a flash storage company formerly associated with Everpure).",,1089,100,0.004767,True,2026-04-19T11:41:06Z
614158,SPY,bearish,tswA8lme4OA,State Street SPDR S&P 500 ETF Trust,if this were to let's say go back to New highs you know where you're talking about closer to 5% uh I think you would see a reset you know in in in terms of asset prices including crypto where folks start saying to themselves wait a second it's not only how you price things,UNCERTAIN,0.55,"The quote discusses a reset in 'asset prices' broadly (including crypto) if Treasury yields return to ~5%, which would bearishly affect SPY, but SPY is never explicitly mentioned — the context is about macro interest rate dynamics affecting all asset classes.",REAL_ATTRIBUTION,0.85,"The quote discusses a reset in 'asset prices' broadly if Treasury yields go back to 5%, which is a macro bearish scenario directly applicable to SPY as the broad S&P 500 index ETF.",,1022,84,0.004326,True,2026-04-19T11:41:08Z
611894,CFR,bullish,ws5q6PJ3HZw,Cullen/Frost Bankers Inc,Citizen Financial Services is a dividend champion that has increased its dividend every year for 25 years. The most consistent line on the graph is the gold line showing the dividend increases every year.,MIS_ATTRIBUTION,0.95,"The extracted quote explicitly mentions 'Citizen Financial Services,' not Cullen/Frost Bankers (CFR), and the surrounding context discusses multiple regional banks without referencing CFR specifically.",MIS_ATTRIBUTION,0.95,"The quote discusses 'Citizen Financial Services' (ticker CZFS), not Cullen/Frost Bankers (CFR); these are two distinct regional bank companies with no implicit or thematic link between the quote and CFR.",,941,89,0.004158,False,2026-04-19T11:41:11Z
614440,AMC,bullish,0ea_mOyKNuU,AMC Entertainment Holdings Inc,We have big blockbuster releases coming up and we're gonna see how movie theaters perform. I think people will go back to them I think people want to view these type of blockbusters in the movie theater.,MIS_ATTRIBUTION,0.75,"The quote discusses movie theaters generically as part of a broader economic recovery narrative without mentioning AMC Entertainment by name, ticker, or any specific company reference.",REAL_ATTRIBUTION,0.85,"The quote explicitly discusses movie theaters and blockbuster releases, making AMC (the dominant movie theater chain) a direct implicit reference to the specific company in that sector.",,932,72,0.003876,True,2026-04-19T11:41:11Z
614463,SOXX,bullish,DglqEYPmZmg,,"over the last week, not only have we seen Soxil, which we called for a rally on, up over 50%, but we've also seen memory skyrocket.",UNCERTAIN,0.55,"The quote mentions 'Soxil' (likely SOXL, the leveraged semiconductor ETF) and memory stocks rallying, which relates to the semiconductor sector that SOXX tracks, but SOXX itself is never directly mentioned and 'Soxil' appears to refer to SOXL specifically rather than SOXX.",REAL_ATTRIBUTION,0.85,"The speaker explicitly references 'Soxil' (SOXL, the leveraged semiconductor ETF closely related to SOXX) rallying over 50%, and SOXX is the standard semiconductor sector ETF that directly tracks the same index, making this a valid sector ETF attribution for the semiconductor theme discussed.",,963,106,0.004479,True,2026-04-19T11:41:15Z
614559,SH,bullish,FEOttUqMSw8,,"This is exactly how crashes happen. So, let's let's write this down. Uh 2007 uh liquidity dries up in August 2007. Okay? That's when liquidity dries up. And so, you have a a uh you know, Fed panics to save liquidity um you know, in early 2008. Fed doesn't do enough. Fed uh doesn't do enough, is too late because they're worried about inflation. And then what happens? Uh then Lehman collapses and the entire fate of the US financial system is at risk. Right? So, like I hate to say it, but like this",UNCERTAIN,0.6,"The quote discusses a general market crash pattern (2007-2008 liquidity crisis, Lehman collapse) that could support a bearish market thesis relevant to SH (ProShares Short S&P500 ETF), but SH is never explicitly mentioned in the quote or surrounding context, making the attribution indirect at best.",REAL_ATTRIBUTION,0.85,"SH is the inverse S&P ETF and the speaker is explicitly predicting a crash scenario analogous to 2007-2008, making a bullish SH attribution a valid conditional/thematic proxy for a broad market decline.",,1233,83,0.004944,True,2026-04-19T11:41:18Z
614563,SH,bullish,zdXIO2HZZCI,,"Some worry that we're going to be back to triggering the SOM rule at some point if we keep rising. And this is probably why we're seeing the 102 yield spread rise to 69. Now remember, you could see the 102 yield spread rise to 69 when markets anticipate that the 2-year yield or near-term Fed rates might have to plummet really soon to try to prop up the economy.",MIS_ATTRIBUTION,0.85,"The quote discusses macroeconomic indicators (unemployment, yield spreads, Fed rates) with no specific mention of SH (ProShares Short S&P500 ETF) or any related product/company, making it a broad market discussion rather than a ticker-specific prediction.",MIS_ATTRIBUTION,0.85,"The quote discusses unemployment trends, the Sahm rule, and yield spreads as macro stress indicators — there is no bearish market prediction or inverse S&P thesis explicitly stated that would link to SH (Inverse S&P ETF); the speaker is analyzing labor market data without making a directional market call.",,1114,104,0.004902,True,2026-04-19T11:41:21Z
614564,EVENT,bullish,zdXIO2HZZCI,,"If we get data like this again in January, we might be setting up for that January 28th meet Kevin birthday uh uh you know, rate cut.",MIS_ATTRIBUTION,0.85,"The quote discusses macroeconomic Fed rate cut expectations and references 'Meet Kevin' (a financial content creator), with no mention of EVENT (the company/ticker) or its products/services.",MIS_ATTRIBUTION,0.9,"The quote discusses a potential Fed rate cut based on economic data, with no thematic, sector, or implicit link to the ticker EVENT, which has no connection to the macro/Fed discussion.",,967,77,0.004056,True,2026-04-19T11:41:23Z
614572,UUP,bullish,U7uXUdvCfe0,,I think China is literally delivering the world a service of deflation across the world.,MIS_ATTRIBUTION,0.95,The quote discusses China's deflationary impact globally with no mention of UUP (Invesco DB US Dollar Index Bullish Fund) or the US dollar specifically.,MIS_ATTRIBUTION,0.85,"The speaker is discussing China exporting deflation globally, which would be bearish for the dollar (UUP), not bullish, and the quote contains no reference to the dollar, currency markets, or any implicit link to UUP.",,968,83,0.004149,True,2026-04-19T11:41:27Z
614578,QQQ,bearish,U7uXUdvCfe0,,"Oracle bonds are falling off a cliff, and this is a really big red flag because it means the money printing Jerome Powell is doing might just be pushing against a string.",MIS_ATTRIBUTION,0.9,"The quote is specifically about Oracle bonds and Jerome Powell's monetary policy, with no mention of QQQ or the broader tech/index ETF it represents.",MIS_ATTRIBUTION,0.85,"The quote is specifically about Oracle bonds and Jerome Powell's monetary policy, with no thematic, sector, or implicit link to QQQ (Nasdaq-100 ETF); the speaker is discussing Oracle's credit market signals, not broad tech equities.",,977,91,0.004296,True,2026-04-19T11:41:30Z
614664,TLT,bullish,w16UK7XfGtQ,,they argue that the weak labor market will lead the Fed to cut rates more in 2026 and bring monetary policy to a more neutral rate.,UNCERTAIN,0.55,"The quote discusses Fed rate cuts and their relationship to the 10-year Treasury (which drives TLT), but the context is primarily about mortgage rates and real estate, not directly about TLT as an investment.",REAL_ATTRIBUTION,0.85,"The quote discusses Fed rate cuts leading to lower rates in 2026, which is a direct bullish macro thesis for long-duration Treasuries, and TLT is the long Treasury ETF — a valid commodity/macro ETF proxy for this interest rate prediction.",,951,89,0.004188,True,2026-04-19T11:41:33Z
614671,BTC,bullish,oMl_KovBxv0,Grayscale Bitcoin Mini Trust ETF,I'm really excited about this so now how do you benefit off of this well I think first I think this is bullish mortgage companies I think this is bullish renovation if we get a soft landing uh and and broadly it's bullish the consumer if wages do actually start growing the way Red Fin says this this housing reset will occur if it's accurate and Waller will be a good Fed if Fed chair if we end up getting Waller so we'll see obviously the next five months are going to be critical.,MIS_ATTRIBUTION,0.97,"The quote discusses housing, mortgage companies, renovation, consumer wages, and Fed policy with no mention of Bitcoin or Grayscale products.",MIS_ATTRIBUTION,0.95,"The quote discusses housing, mortgage companies, renovation, consumer spending, and Fed policy with no mention of Bitcoin or crypto — BTC has no thematic, sector, or implicit link to the housing/consumer soft-landing discussion.",,1119,79,0.004542,True,2026-04-19T11:41:41Z
614674,HOUS,bullish,oMl_KovBxv0,Anywhere Real Estate Inc,I'm personally extremely bullish about this for our renovation AI because if there's going to be an AI IPO boom and euphoric phase of the cycle and people are going to renovate more dude I'm just thinking to myself like this is music to my ears for house hack and house hack investors you obviously no guarantees but like I'm really excited about this.,MIS_ATTRIBUTION,0.95,"The quote discusses the speaker's own 'renovation AI' product called 'house hack' and general renovation/housing market trends, with no mention of Anywhere Real Estate Inc (HOUS) or any of its brands/subsidiaries.",MIS_ATTRIBUTION,0.85,"The speaker is bullish on renovation AI, mortgage companies, and home renovation broadly, but never mentions Anywhere Real Estate Inc (HOUS), a real estate brokerage, which has no thematic link to renovation AI or the specific themes discussed.",,1049,90,0.004497,True,2026-04-19T11:41:42Z
614660,SPY,bullish,YWFztPQBojE,State Street SPDR S&P 500 ETF Trust,I think we're bullish going through the Fed meeting and that bullishness might actually continue through the Fed meeting because of those ADP numbers that were weak.,UNCERTAIN,0.55,"The quote discusses broad market bullishness around the Fed meeting without explicitly mentioning SPY or the S&P 500, but the general market sentiment discussion is consistent with SPY attribution even if not directly named.",REAL_ATTRIBUTION,0.95,"SPY is the broad S&P 500 ETF and directly maps to the speaker's general market bullishness prediction going through the Fed meeting, making it a valid theme/macro ETF attribution.",,996,76,0.004128,True,2026-04-19T11:41:44Z
614632,EVENT,bullish,PvpKD0OpUAc,,we broadly expect them to cut. 96.4 four something% chance that we're going to get our cutsy dutsies. Divided Fed is expected to deliver a cut,MIS_ATTRIBUTION,0.85,"The quote discusses Federal Reserve rate cuts and general market expectations, with no mention of EVENT (the ticketing/live events company) anywhere in the surrounding context, which focuses on Tesla, Nvidia, AMD, Bitcoin, and general market commentary.",MIS_ATTRIBUTION,0.85,"The quote discusses a Fed rate cut decision, which has no direct thematic, sector, or implicit link to EVENT (an event-driven ticker); the appropriate proxy would be something like TLT or broader macro instruments, not EVENT.",,969,86,0.004197,False,2026-04-19T11:41:47Z
614716,PM,bearish,uYdtZV2AQJc,Philip Morris International Inc.,"Tobacco is not on a 15 year decline, the core product of these companies the most profitable part of their company is on a decline year-over-year and that decline is not expected to stop. I don't like investing in companies where their core business model is declining.",UNCERTAIN,0.55,"The quote refers to 'these two companies' in the tobacco sector without naming PM specifically, though PM is a major tobacco company and the context discusses tobacco stocks broadly, making it plausibly but not definitively about PM.",REAL_ATTRIBUTION,0.95,"The quote explicitly discusses tobacco companies' declining core business, and PM (Philip Morris International) is a major tobacco company directly implicated by the discussion of cigarette volume declines and shrinking core business models.",,969,80,0.004107,True,2026-04-19T11:41:49Z
612710,FLAT,bullish,mMlqp6yI6sA,,the spread between the two and ten year treasury bond yields has inverted since July and if you look at the historic chart that means if this line drops below the zero horizontal line right here like it already has it has reliably almost always predicted that a recession is ahead,MIS_ATTRIBUTION,0.97,"The quote discusses general macroeconomic indicators (yield curve inversion, recession prediction) with no mention of FLAT or any company/product associated with that ticker.",MIS_ATTRIBUTION,0.85,"FLAT has no connection to the yield curve spread discussion; the quote is about the 2-10 year treasury yield inversion predicting recession, which would map to a treasury instrument like TLT, not FLAT.",TLT,983,88,0.004269,True,2026-04-19T11:41:52Z
612523,UUP,bearish,Z7VEClGH6wE,,I think that people just don't trust the United States anymore. And it's not just about tariffs. It's about defense. It's about trade agreements. You just can't trust the US.,UNCERTAIN,0.55,"The quote discusses loss of trust in the United States broadly, which is bearish for the US dollar (UUP tracks the dollar index), but the quote never explicitly mentions UUP, the dollar, or any currency product — it could plausibly apply to USD or US assets generally.",REAL_ATTRIBUTION,0.92,"The quote explicitly discusses loss of trust in the United States across trade, defense, and agreements — a macro bearish view on the US dollar, making UUP (the dollar ETF) a valid commodity/currency/macro ETF attribution.",,993,83,0.004224,True,2026-04-19T11:41:54Z
614462,SH,bearish,JTii2juQff4,,we are operating is until a vaccine is manufactured distributed and injected we will go through a depression-era period in the country and millions of people will die around the globe.,MIS_ATTRIBUTION,0.9,"The quote discusses a general pandemic/economic outlook with no mention of SH (ProShares Short S&P500 ETF) or any specific company, product, or ticker-related content.",REAL_ATTRIBUTION,0.82,"SH is the Inverse S&P ETF, and the quote predicts a 'depression-era period' with mass deaths — a macro bearish/inverse-market thesis that fits SH as the inverse S&P proxy under the commodity/macro ETF rule.",,947,91,0.004206,True,2026-04-19T11:41:58Z
614634,TLT,bullish,cOU5zCt8A_Y,,"If we don't fall off a cliff there, hopefully we can stick the soft landing. Yields come down one of two ways. One very quickly because you go into a recession, yields come down which is supportive to real estate or slowly.",UNCERTAIN,0.55,"The quote discusses yields falling (which is bullish for TLT as a long-term Treasury ETF) but the context frames it around real estate investing, not TLT specifically, making the attribution indirect but not entirely wrong.",REAL_ATTRIBUTION,0.85,"The quote explicitly discusses yields coming down (bullish for bonds/TLT) in two scenarios, making TLT a direct thematic proxy for the prediction about falling yields.",,992,70,0.004026,True,2026-04-19T11:42:01Z
614589,SH,bullish,mcL9UFYXj14,,This first brand's issue is part of one of the reasons why we're seeing just an absol. This is a signal that the Fed may honestly be too late at printing money which starts today. uh as the cracks in private credit are really deep.,MIS_ATTRIBUTION,0.85,"The quote discusses First Brands' debt distress and broad Fed/credit market concerns, with no mention of SH (ProShares Short S&P500 ETF) specifically, making the bullish SH attribution unsupported by the content.",REAL_ATTRIBUTION,0.72,"SH (Inverse S&P ETF) is a reasonable proxy for a bearish macro signal — the speaker describes a black swan in private credit and the Fed being 'too late,' implying broad market downside, which SH as an inverse S&P instrument would capture.",,1047,98,0.004611,True,2026-04-19T11:42:05Z
614793,EVENT,bullish,LlvSvxmmf04,,"We're pretty much certain to get our rate cut for uh December 10th. Waller and Mary Dailyaly basically came out and said, Hey, we're going to get rate cuts, a rate cut in December, but it's probably going to be a hawkish cut.",MIS_ATTRIBUTION,0.95,"The quote discusses Federal Reserve rate cut decisions and macroeconomic commentary, with no mention of EVENT (the ticketing/live events company) or its products, services, or business.",MIS_ATTRIBUTION,0.85,"The quote discusses Fed rate cut expectations and monetary policy, which has no specific thematic, sector, or implicit link to the ticker 'EVENT' — a macro/rates discussion would more appropriately map to something like TLT (long treasuries) or a broad market ETF, not an unrelated ticker labeled 'EVENT'.",,1033,107,0.004704,True,2026-04-19T11:42:10Z
614866,SH,bullish,WbJuQYxHvco,,"If the stock market falls off a cliff now, you still get to look forward to the bur depreciation trade. That's actually scary because it means the bur depreciation trade is still ahead of us. The Bur depreciation trade is still coming.",MIS_ATTRIBUTION,0.85,"The extracted quote discusses a 'bur depreciation trade' (likely yen/currency trade) with no mention of SH (ProShares Short S&P500 ETF) specifically, and the surrounding context discusses Nvidia, Tesla, Bitcoin, and general market volatility without referencing SH.",REAL_ATTRIBUTION,0.85,"SH is the Inverse S&P ETF, and the quote predicts a stock market decline ('falls off a cliff'), making a bullish SH attribution a valid conditional/thematic proxy for a bearish market outlook.",,999,86,0.004287,False,2026-04-19T11:42:13Z
614908,SH,bullish,JDOMAburzdQ,,Jeffrey Gunlock says load up on cash. Stay away from private credit. Assets are overpriced. Investors are incredibly speculative. There are real risks here that what we're seeing in private credit ends up boiling over into a real crisis.,MIS_ATTRIBUTION,0.85,"The quote discusses general market risks (private credit, cash, overpriced assets) and the surrounding context focuses on Tesla and robo taxis, with no mention of SH (ProShares Short S&P500 ETF) specifically.",REAL_ATTRIBUTION,0.82,"SH is the inverse S&P ETF, which is a reasonable proxy for a bearish/defensive stance consistent with Gundlach's warning to load up on cash and avoid overpriced assets, fitting the conditional/thematic pattern for a bearish macro call.",,1011,96,0.004473,True,2026-04-19T11:42:14Z
615101,EVENT,bullish,v7Arp52edIg,,"there's this development here on basically the Trump administration, Trump specifically, is trying to push through this thing which is money accounts for growth in advancement or MAGA accounts they call them. Okay? Which would seed index fund accounts with $1,000 in government funds for US citizens born between January 1st, 2025 and December 31st, 2028.",MIS_ATTRIBUTION,0.9,"The quote discusses a government policy proposal (MAGA accounts) and its potential impact on the broader stock market/index funds, with no mention of EVENT (the live events company) or its products/services.",MIS_ATTRIBUTION,0.9,"The quote discusses a government policy proposal (MAGA accounts seeding index funds), not any specific event tied to a ticker symbol 'EVENT'; 'EVENT' is not a real ticker with any thematic, sector, or implicit link to this discussion.",,1052,91,0.004521,True,2026-04-19T11:42:17Z
614947,SH,bullish,VnUxcxyB0CY,,next year could be very interesting if Trump appoints somebody who pushes for even more rate cuts than we're seeing today.,MIS_ATTRIBUTION,0.85,"The quote discusses Federal Reserve rate policy and Trump appointments broadly, with no mention of SH (ProShares Short S&P500 ETF) or any specific company/product related to it, making this a general macro discussion rather than a specific SH attribution.",MIS_ATTRIBUTION,0.92,"SH is an inverse S&P ETF (bearish instrument), but the quote discusses Fed rate cuts and monetary policy with no bearish market prediction or link to shorting equities; the bullish direction on SH also contradicts the context which implies a dovish/stimulative environment that would typically be bullish for equities, not inverse ETFs.",,856,113,0.004263,True,2026-04-19T11:42:23Z
